year,id,inv_w1,inviapply_w1,dige_w1,lerner_w1,bsize_w1,post_w1,bodi_w1,age_w1,fixpro_w1,exp_w1,flows_w1,subsidies_w1,profit_w1,industrycode,hyid,yb
2012,375,0,0,1.040448,0.344489,2.19722,1,0.333333,2.30259,0.081391,0.069593,0.051073,0.023371,7.26712,C18,5,21
2013,375,0,0,1.979237,0.137865,2.07944,1,0.375,2.3979,0.251004,0.078607,-0.023481,4.09493,8.79341,C18,5,21
2014,375,0,0,1.783738,0.15365,2.07944,1,0.375,2.48491,0.176226,0.108115,0.073036,0.041979,7.39472,C18,5,21
2015,375,4.00733,2.07944,2.687053,0.99099,2.19722,0,0.333333,2.56495,0.12881,0.112028,0.021823,0.550206,10.1498,C18,5,21
2016,375,3.82864,1.79176,3.011016,1.03862,2.07944,0,0.375,2.63906,0.137137,0.094475,0.060886,0.38277,10.8641,C36,18,21
2017,375,4.38203,3.04452,3.245097,0.843734,2.19722,0,0.333333,2.70805,0.152933,0.088211,0.060038,0.207903,10.5781,C36,18,21
2010,376,4.98361,3.49651,1.75077,1.50247,2.19722,1,0.444444,2.19722,0.379111,0.079677,0.097885,0.523978,10.4916,C39,21,25
2011,376,5.14749,3.7612,2.127133,1.86444,2.07944,1,0.5,2.30259,0.341072,0.071421,0.1001,0.548499,11.1062,C39,21,25
2012,376,6.16121,4.96284,2.205729,1.70316,2.19722,1,0.444444,2.3979,0.353314,0.067746,0.059404,0.283349,11.6089,C39,21,25
2013,376,6.61607,5.65948,2.465462,1.78022,2.19722,1,0.444444,2.48491,0.328585,0.071875,0.067195,0.412605,11.967,C39,21,25
2014,376,6.82002,5.9428,2.600264,1.67781,2.19722,0,0.444444,2.56495,0.288358,0.088961,0.065598,0.443892,12.209,C39,21,25
2015,376,6.82002,5.97889,2.848991,1.23917,1.94591,0,0.428571,2.63906,0.306299,0.098509,0.12516,0.223712,11.9121,C39,21,25
2016,376,6.82002,5.97889,2.956584,1.09883,1.94591,0,0.428571,2.70805,0.311696,0.090961,0.09904,0.30021,12.1573,C39,21,25
2017,376,6.82002,5.97889,3.168387,1.1439,1.94591,0,0.428571,2.77259,0.360063,0.085958,0.132891,0.898541,12.4294,C39,21,25
2008,377,4.91265,2.30259,0.0912392,1.6488,2.19722,1,0.333333,1.09861,0.059521,0.055632,0.240904,0.140093,11.2031,C38,20,25
2009,377,5.34233,2.89037,1.757709,1.55008,2.19722,1,0.333333,1.09861,0.123704,0.070475,0.195562,1.29462,11.2714,C38,20,31
2010,377,5.6204,3.3673,1.495357,1.46846,2.19722,1,0.333333,1.09861,0.110358,0.068646,0.126824,0.507297,11.3262,C38,20,25
2011,377,5.92426,3.68888,1.750247,1.34654,2.19722,1,0.333333,1.38629,0.144802,0.068733,0.106584,0.502026,11.1763,C38,20,25
2012,377,6.07993,3.80666,2.073653,1.30314,2.19722,1,0.333333,1.60944,0.138535,0.082211,0.070971,0.302602,11.0859,C38,20,25
2013,377,6.04263,3.91202,2.218114,1.30722,2.19722,1,0.333333,1.79176,0.124945,0.07762,0.054145,0.241098,11.1503,C38,20,25
2014,377,6.32077,4.20469,2.378762,1.18173,2.19722,1,0.333333,1.94591,0.162587,0.078171,0.119904,0.921017,11.2338,C38,20,25
2015,377,6.68085,4.58497,2.613237,1.05876,2.19722,1,0.333333,2.07944,0.118287,0.072921,0.146207,0.963785,11.2779,C38,20,25
2016,377,6.82002,5.36129,2.748003,1.07972,2.19722,1,0.333333,2.19722,0.119845,0.068184,0.180013,1.00831,11.3552,C38,20,25
2017,377,6.82002,5.45104,2.843355,1.02941,2.19722,1,0.333333,2.30259,0.117963,0.076345,0.00914,1.03766,11.3116,C38,20,25
2008,378,0,0,0.2487143,0.994029,2.19722,0,0.333333,1.09861,0.366301,0.068243,0.036931,0.744761,8.55285,C29,11,51
2009,378,0.693147,0.693147,1.58443,1.29762,2.19722,0,0.333333,1.09861,0.461728,0.065141,0.159429,1.12771,8.88857,C29,11,51
2010,378,2.30259,1.60944,1.593043,1.4796,2.19722,0,0.333333,1.09861,0.478553,0.063641,0.100173,1.15977,9.28976,C29,11,51
2011,378,3.13549,0,2.087238,1.30704,2.19722,0,0.333333,1.38629,0.45563,0.066239,0.051354,1.25958,9.36919,C29,11,51
2012,378,2.63906,0.693147,2.104293,0.990537,2.19722,0,0.333333,1.60944,0.41324,0.071424,0.068533,0.877615,9.05231,C29,11,51
2013,378,3.3322,2.19722,2.111644,0.764773,2.19722,0,0.333333,1.79176,0.286317,0.076754,0.062308,0.453871,8.84373,C29,11,51
2015,378,2.19722,1.38629,2.666778,0.123652,2.19722,0,0.333333,2.07944,0.517259,0.116185,0.078295,0.627602,7.36813,C29,11,51
2016,378,3.63759,2.56495,3.248743,0.377782,2.19722,0,0.333333,2.19722,0.496254,0.116087,0.110112,0.662964,8.28357,C29,11,51
2017,378,2.99573,1.94591,3.755043,0.712746,2.19722,0,0.333333,2.30259,0.463512,0.104104,0.031624,0.598588,8.69298,C29,11,51
2010,379,0,0,1.297959,0.221265,2.19722,0,0.333333,2.07944,0.331774,0.039865,0.093893,0.265515,7.86371,C26,8,61
2011,379,2.30259,1.94591,1.310781,0.255102,2.19722,0,0.333333,2.19722,0.35721,0.033884,0.023253,0.627877,8.26478,C26,8,61
2012,379,2.30259,1.94591,0.9353812,0.376062,2.19722,0,0.333333,2.30259,0.304733,0.051911,0.091625,0.13801,9.1376,C26,8,61
2013,379,3.3673,2.63906,1.425829,0.264445,2.19722,0,0.333333,2.3979,0.287024,0.055601,0.000305,2.55029,8.92816,C26,8,61
2014,379,3.71357,2.70805,1.669496,0.318454,2.19722,0,0.333333,2.48491,0.319948,0.055843,0.094973,2.29304,9.10715,C26,8,61
2015,379,4.02535,3.29584,1.74175,0.391928,2.19722,0,0.333333,2.56495,0.358566,0.076813,0.053284,0.948312,8.81487,C26,8,61
2016,379,3.93183,3.04452,1.864264,0.80701,2.19722,0,0.333333,2.63906,0.278118,0.122979,0.004695,0.383459,9.73208,C26,8,61
2017,379,4.43082,4.02535,2.102985,0.645244,2.19722,0,0.333333,2.70805,0.270565,0.118616,0.059045,0.269119,9.48241,C26,8,61
2008,380,0,0,0.0912392,1.56284,2.19722,1,0.555556,1.38629,0.319371,0.06341,0.028053,1.1283,8.70603,C34,16,25
2009,380,3.98898,3.21888,1.264427,2.44571,2.19722,1,0.555556,1.60944,0.257983,0.074607,0.041419,0.683042,9.51633,C34,16,25
2010,380,4.36945,3.63759,1.239945,2.01245,2.19722,1,0.555556,1.79176,0.26204,0.082677,0.022135,0.26618,9.3439,C34,16,25
2011,380,4.02535,3.3322,1.312512,1.2063,2.19722,0,0.444444,1.94591,0.251534,0.119213,-0.021174,0.446092,7.91508,C34,16,25
2008,381,3.73767,2.30259,0.2487143,1.06,2.07944,0,0.5,1.09861,0.191771,0.035446,-0.076123,1.2021,9.70275,C38,20,51
2009,381,4.61512,2.56495,1.968058,1.62165,2.19722,0,0.444444,1.09861,0.178608,0.046915,0.180669,0.560932,10.037,C38,20,51
2010,381,4.96981,2.48491,0.3505896,1.16232,2.19722,0,0.444444,1.38629,0.205683,0.052414,0.033806,0.862654,10.1792,C38,20,51
2011,381,5.01728,2.83321,2.255474,1.09948,2.19722,0,0.444444,1.60944,0.144447,0.06022,0.036322,0.509304,10.205,C38,20,51
2012,381,5.19296,3.71357,2.142774,0.719634,2.19722,0,0.444444,1.79176,0.180006,0.066074,0.090874,0.528585,10.0451,C38,20,51
2013,381,5.32788,3.66356,2.640947,0.723573,2.19722,0,0.444444,1.94591,0.157505,0.079935,0.102229,0.689852,10.2145,C38,20,51
2014,381,5.4161,4.17439,2.725317,0.914885,2.19722,0,0.444444,2.07944,0.154914,0.087992,0.085861,0.625944,10.6062,C38,20,51
2015,381,5.23644,3.4012,3.025116,0.821171,2.19722,0,0.444444,2.19722,0.202121,0.09011,0.034753,0.584068,10.6792,C38,20,51
2016,381,5.23111,3.82864,3.713099,0.916018,2.19722,0,0.444444,2.30259,0.147811,0.097061,0.037035,0.406876,11.0852,C38,20,51
2017,381,5.4161,3.52636,3.889175,0.73275,2.19722,0,0.444444,2.3979,0.133005,0.087959,0.008104,0.774024,10.896,C38,20,51
2008,382,2.3979,1.38629,0.1083727,1.01081,1.94591,0,0.428571,1.94591,0.350402,0.124732,0.019224,1.11533,9.18955,C26,8,31
2009,382,1.60944,1.60944,0.93338,1.38175,1.94591,0,0.428571,2.07944,0.383928,0.128877,0.141879,0.471913,9.72288,C26,8,31
2010,382,1.09861,1.09861,0.1606282,1.36137,1.94591,0,0.428571,2.19722,0.372651,0.110447,0.109182,0.265157,10.119,C26,8,31
2011,382,2.83321,2.30259,1.337517,1.40809,1.94591,0,0.428571,2.30259,0.24659,0.113606,0.073238,0.417563,10.4517,C26,8,31
2012,382,1.94591,1.60944,0.9432849,1.60678,1.94591,0,0.428571,2.3979,0.319591,0.141422,0.130341,0.213436,10.6938,C26,8,31
2013,382,3.04452,2.77259,1.454988,1.70793,1.94591,0,0.428571,2.48491,0.312818,0.145145,0.101052,0.146308,10.874,C26,8,31
2014,382,2.83321,2.63906,1.734689,1.7939,1.94591,0,0.428571,2.56495,0.356774,0.14637,0.109316,0.18194,11.092,C26,8,31
2015,382,3.2581,3.09104,2.0797,1.91572,1.79176,0,0.5,2.63906,0.462233,0.171299,0.101585,0.202965,11.2065,C26,8,31
2016,382,3.46574,2.48491,2.221079,1.07458,1.94591,1,0.428571,2.70805,0.477129,0.21737,0.091283,1.45879,10.3426,C26,8,31
2017,382,3.2581,2.94444,2.507623,0.822938,1.94591,0,0.428571,2.77259,0.375566,0.219628,0.068053,0.255741,10.1497,C26,8,31
2008,383,0,0,0.1088272,4.10718,2.07944,0,0.333333,2.99573,0.123522,0.178286,0.129504,0.012031,9.4293,C27,9,20
2009,383,0,0,1.024904,3.86949,2.19722,0,0.333333,3.04452,0.12011,0.165731,0.140583,0.036354,9.67764,C27,9,20
2010,383,0.693147,0.693147,1.108873,4.39317,2.19722,0,0.333333,3.09104,0.109013,0.154779,0.215204,0.231102,10.0029,C27,9,20
2011,383,0,0,1.138489,4.19559,2.19722,0,0.333333,3.13549,0.113984,0.149971,0.176348,0.013868,10.0669,C27,9,20
2012,383,0,0,1.425113,4.05567,2.19722,0,0.333333,3.17805,0.102947,0.171708,0.218053,0.264173,10.1833,C27,9,20
2013,383,0,0,1.126183,3.91967,2.19722,0,0.333333,3.21888,0.35544,0.222498,-0.057206,0.152536,9.73492,C27,9,20
2014,383,1.09861,1.09861,1.582896,4.39317,2.19722,0,0.333333,3.2581,0.109481,0.163177,0.049679,0.054386,11.0054,C27,9,20
2015,383,2.63906,1.79176,1.527676,4.29315,2.19722,0,0.333333,3.29584,0.086888,0.168325,0.065976,0.209614,12.0721,C27,9,20
2016,383,1.60944,0.693147,2.290868,4.39317,2.07944,1,0.375,3.3322,0.085765,0.13645,0.048257,0.126605,12.1855,C27,9,20
2017,383,2.19722,1.60944,2.420794,4.25365,2.07944,1,0.375,3.3322,0.07464,0.182741,0.018329,0.234435,11.5177,C27,9,20
2008,384,1.60944,1.09861,0.0723996,2.15404,2.19722,0,0.333333,2.07944,0.130804,0.116557,0.082497,2.52796,8.04447,I65,26,61
2009,384,3.3322,3.29584,2.221307,1.69047,2.07944,0,0.375,2.19722,0.139882,0.11983,0.057274,0.566078,8.16001,I65,26,61
2010,384,2.3979,2.3979,2.462705,2.21232,2.19722,0,0.333333,2.30259,0.119057,0.099036,0.018758,2.10898,8.42725,I65,26,61
2011,384,2.48491,2.48491,2.537849,2.29577,2.19722,0,0.333333,2.3979,0.061111,0.100926,0.041655,0.945551,8.63031,I65,26,61
2012,384,2.19722,2.19722,2.412836,2.08064,2.19722,0,0.333333,2.48491,0.152077,0.100164,0.107817,1.10222,8.88139,I65,26,61
2013,384,2.3979,2.3979,2.196051,1.78259,2.19722,0,0.333333,2.56495,0.159622,0.102792,0.02069,2.87398,8.98636,I65,26,61
2014,384,2.99573,2.77259,2.303752,0.523467,2.19722,0,0.333333,2.63906,0.236547,0.143865,0.073974,0.798472,7.47325,I65,26,61
2015,384,3.17805,2.94444,2.441434,1.43116,2.07944,0,0.375,2.70805,0.222785,0.14754,0.076357,0.352194,8.32383,I65,26,61
2016,384,3.43399,2.70805,2.691209,1.21412,2.07944,0,0.375,2.77259,0.327066,0.125106,0.037241,0.56096,8.49152,I65,26,61
2017,384,1.09861,0.693147,2.839985,1.47531,2.19722,0,0.333333,2.83321,0.308501,0.147541,0.065198,1.16536,8.61366,I65,26,61
2008,385,2.07944,1.94591,0.0912392,1.77404,2.19722,1,0.333333,2.70805,0.487502,0.078565,0.133724,0.135878,9.98574,C28,10,25
2009,385,2.30259,2.30259,1.086089,1.17632,2.19722,0,0.333333,2.77259,0.425127,0.075506,0.121353,0.389102,9.56257,C28,10,25
2010,385,0.693147,0.693147,1.037212,2.18838,2.19722,0,0.333333,2.83321,0.420948,0.069848,0.075085,0.059941,10.3878,C28,10,25
2011,385,1.94591,1.94591,1.259832,1.08837,2.19722,0,0.333333,2.89037,0.468315,0.062092,-0.005838,0.139937,9.72928,C28,10,25
2012,385,2.3979,2.3979,1.088933,0.27549,2.19722,0,0.333333,2.94444,0.51703,0.067473,0.034535,0.598992,8.54809,C28,10,25
2013,385,0.693147,0.693147,1.235058,0.61346,2.19722,0,0.333333,2.99573,0.527028,0.077912,0.055223,0.491111,9.29493,C28,10,25
2014,385,3.04452,2.70805,1.296281,1.2055,2.19722,0,0.333333,3.04452,0.411517,0.064421,0.122415,0.215274,9.90739,C28,10,25
2015,385,2.83321,2.48491,1.299697,0.906945,2.19722,0,0.333333,3.09104,0.446681,0.074031,0.038507,0.484809,9.49877,C28,10,25
2016,385,3.09104,2.63906,1.422557,0.503735,2.19722,0,0.333333,3.13549,0.383903,0.063978,0.125375,0.224841,8.91735,C28,10,25
2017,385,2.70805,1.79176,1.732547,0.644846,2.19722,0,0.333333,3.17805,0.33417,0.063601,0.117365,1.36785,9.41837,C28,10,25
2008,386,3.09104,1.09861,0.0723996,2.38185,2.19722,0,0.333333,1.09861,0.107464,0.09417,0.037328,0.213991,9.07788,C26,8,61
2009,386,2.19722,2.07944,0.783114,2.52683,2.07944,0,0.375,1.09861,0.200693,0.110523,0.147593,0.27219,9.29051,C26,8,61
2010,386,2.3979,2.3979,0.0990115,1.27714,2.19722,0,0.333333,1.09861,0.198045,0.128317,0.090081,0.694776,8.92961,C26,8,61
2011,386,2.30259,2.30259,1.210446,0.852505,2.19722,0,0.333333,1.38629,0.273205,0.099585,0.031264,0.265719,9.20354,C26,8,61
2012,386,2.77259,2.77259,0.9353812,1.1011,2.19722,0,0.333333,1.60944,0.295156,0.083444,0.069239,1.5507,9.53016,C26,8,61
2013,386,2.07944,2.07944,0.8765225,1.21607,2.19722,0,0.333333,1.79176,0.314216,0.073238,0.060496,0.68827,9.50503,C26,8,61
2014,386,3.21888,3.21888,1.029029,0.967095,2.19722,0,0.333333,1.94591,0.426159,0.08755,0.06872,0.934925,9.33768,C26,8,61
2015,386,3.89182,3.89182,0.9626781,1.13347,2.19722,0,0.333333,2.07944,0.459031,0.086293,0.061328,0.649023,9.73033,C26,8,61
2016,386,4.15888,4.15888,1.417355,1.29022,2.19722,0,0.333333,2.19722,0.424367,0.077242,0.059318,0.482888,10.1596,C26,8,61
2017,386,3.73767,3.73767,1.721915,1.76976,2.19722,0,0.333333,2.30259,0.398138,0.081482,0.080404,0.47259,10.8423,C26,8,61
2008,387,1.60944,1.60944,0.0533754,3.10783,2.19722,1,0.333333,1.94591,0.094877,0.165879,0.184424,0.526181,9.12943,I63,24,41
2009,387,1.09861,1.09861,1.963632,2.76623,2.19722,1,0.333333,2.07944,0.085474,0.191149,0.129561,0.361668,9.23566,I63,24,41
2010,387,1.79176,1.79176,2.400521,3.43661,2.19722,1,0.333333,2.19722,0.071576,0.188011,0.093712,0.563391,9.45484,I63,24,41
2011,387,1.60944,1.60944,2.484506,2.12764,2.19722,0,0.333333,2.30259,0.064314,0.214891,0.027024,1.56484,9.09678,I63,24,41
2012,387,1.38629,1.38629,2.510877,0.787415,2.19722,0,0.333333,2.3979,0.115833,0.295423,0.05934,1.7986,8.44664,I65,26,41
2013,387,1.38629,1.09861,2.554907,1.04764,2.19722,0,0.333333,2.48491,0.09847,0.272649,0.053275,1.72454,8.62492,I65,26,41
2014,387,1.94591,1.94591,2.463221,1.06018,2.19722,0,0.333333,2.56495,0.068599,0.229194,0.079399,1.46361,9.07778,I65,26,41
2015,387,2.94444,2.63906,2.669638,1.84801,1.79176,1,0.333333,2.63906,0.0481,0.290694,0.019792,0.252705,10.057,I65,26,41
2017,387,2.94444,2.83321,2.921236,1.34927,2.3979,1,0.363636,2.77259,0.048585,0.283629,0.032268,0.299031,8.85641,I65,26,41
2015,388,2.56495,2.56495,2.36801,1.25737,2.19722,0,0.333333,2.77259,0.099616,0.054419,0.080063,0.261008,10.3122,C27,9,21
2016,388,2.89037,2.70805,2.573281,1.32551,1.94591,0,0.428571,2.83321,0.138481,0.058107,0.09316,0.127628,10.4871,C27,9,21
2017,388,2.70805,2.63906,2.526564,1.33903,1.94591,0,0.428571,2.89037,0.216723,0.068411,0.13701,1.41136,10.7038,C27,9,21
2008,389,0.693147,0,0.1083727,0.830112,2.3979,0,0.363636,2.07944,0.557315,0.018802,0.004409,1.25077,8.60063,C29,11,31
2009,389,2.30259,1.94591,1.411136,1.12271,2.07944,1,0.375,2.19722,0.629697,0.028187,-0.019126,0.556916,8.87493,C29,11,31
2010,389,1.09861,1.09861,0.1606282,1.25949,1.94591,1,0.428571,2.30259,0.480236,0.027119,0.058179,0.085613,9.43684,C29,11,31
2011,389,2.56495,1.38629,1.385173,0.566351,2.07944,1,0.375,2.3979,0.306196,0.042184,-0.000288,4.09493,9.31318,C29,11,31
2013,389,2.63906,2.07944,1.396096,-0.906632,1.94591,1,0.428571,2.56495,0.303022,0.075215,0.010042,2.42709,6.90527,C29,11,31
2014,389,1.09861,1.09861,2.283995,-0.712364,1.94591,1,0.428571,2.63906,0.420848,0.059279,0.013345,1.31955,6.43696,C29,11,31
2008,390,1.38629,0,0.0429302,0.415207,2.19722,0,0.333333,1.09861,0.216189,0.088918,-0.015488,1.46034,8.20055,C34,16,65
2009,390,1.38629,0,1.288321,0.051842,2.19722,0,0.333333,1.38629,0.260659,0.092514,0.055998,2.0537,7.60704,C34,16,65
2010,390,1.60944,0,0.3951086,-0.018441,2.19722,0,0.333333,1.60944,0.338463,0.085777,0.033659,1.59754,7.29228,C34,16,65
2014,390,1.79176,0,0.4335869,0.397125,2.19722,0,0.333333,2.19722,0.301564,0.085699,0.009091,0.557459,6.73901,C36,18,65
2016,390,2.30259,1.09861,0.6430944,0.13616,2.19722,0,0.333333,2.3979,0.289399,0.097596,0.033142,0.874328,6.54735,C36,18,65
2017,390,3.17805,1.94591,0.801101,0.323833,2.19722,0,0.333333,2.48491,0.275473,0.129527,0.092812,0.858185,7.71093,C36,18,65
2008,391,2.3979,2.07944,0.0723996,1.71763,2.19722,0,0.333333,2.30259,0.026319,0.294891,0.00758,2.74241,8.32592,I65,26,61
2009,391,1.60944,1.60944,2.953391,1.06973,1.94591,0,0.428571,2.3979,0.032395,0.318799,0.083631,1.55184,8.46188,I65,26,61
2010,391,1.94591,1.38629,3.004582,1.92849,2.07944,0,0.375,2.48491,0.031774,0.227187,0.139632,0.720926,8.95779,I65,26,61
2011,391,3.04452,2.3979,3.12113,1.94397,1.94591,0,0.428571,2.56495,0.032834,0.223769,0.017927,2.53585,9.28641,I65,26,61
2012,391,3.17805,3.04452,0.1306622,0.148557,2.19722,0,0.333333,2.63906,0.136911,0.327224,0.081344,3.81708,7.14603,I65,26,61
2013,391,5.2575,4.29046,3.163878,0.697999,2.19722,0,0.333333,2.70805,0.117977,0.25591,0.046936,3.98465,8.35224,I65,26,61
2014,391,4.02535,3.97029,3.37836,1.23928,2.19722,0,0.333333,2.77259,0.14493,0.171535,0.02167,2.42929,9.56435,I65,26,61
2015,391,4.07754,3.95124,3.278828,1.16967,2.19722,0,0.333333,2.83321,0.102501,0.15435,0.076443,1.91054,9.81113,I65,26,61
2016,391,3.91202,3.71357,3.268692,1.03481,2.19722,0,0.333333,2.89037,0.073449,0.150454,-0.037599,2.09409,9.88362,I65,26,61
2017,391,3.49651,3.43399,3.477687,0.977359,2.19722,0,0.333333,2.94444,0.046172,0.15452,-0.008875,1.2967,9.91905,I65,26,61
2012,392,1.38629,0,2.031624,1.26135,1.94591,1,0.428571,2.48491,0.297028,0.027877,0.240904,2.70956,11.6114,C18,5,20
2013,392,0.693147,0,2.416292,0.987357,1.94591,1,0.428571,2.56495,0.290602,0.033093,0.146736,0.19724,10.7943,C18,5,20
2014,392,0.693147,0.693147,2.478776,0.902649,1.60944,1,0.4,2.63906,0.266868,0.034309,0.18924,0.885322,10.1116,C18,5,20
2016,392,0,0,2.479515,0.110819,1.60944,1,0.4,2.77259,0.234997,0.051087,0.052958,0.609394,9.70104,C18,5,20
2008,393,3.13549,0.693147,0.0912392,1.90991,2.19722,0,0.333333,1.79176,0.108465,0.083814,0.059516,0.842946,8.78389,C34,16,25
2009,393,2.94444,1.09861,0.9178532,1.60688,2.07944,0,0.375,1.94591,0.224193,0.089718,0.085931,0.514956,8.9007,C34,16,25
2010,393,2.3979,0.693147,1.114287,0.718358,2.19722,0,0.333333,2.07944,0.221814,0.139716,0.04481,1.3128,8.06979,C34,16,25
2011,393,2.89037,1.79176,1.403673,0.696005,2.19722,0,0.333333,2.19722,0.343394,0.122163,0.023753,0.84443,8.05216,C34,16,25
2012,393,2.77259,1.94591,1.088933,0.388415,2.19722,0,0.333333,2.30259,0.351106,0.140735,0.056875,1.35892,7.69841,C34,16,25
2013,393,2.77259,2.19722,1.066822,0.579726,2.07944,0,0.375,2.3979,0.373024,0.116768,0.049412,0.830139,7.65731,C34,16,25
2014,393,2.77259,1.94591,1.128045,0.363446,2.07944,0,0.375,2.48491,0.373256,0.15086,0.018894,1.22143,7.67881,C34,16,25
2015,393,3.52636,1.60944,2.166997,4.06941,2.07944,0,0.375,2.56495,0.183969,0.105229,0.051661,0.206271,10.0833,C34,16,25
2016,393,2.07944,0.693147,2.502299,2.7913,2.19722,1,0.333333,2.63906,0.155055,0.104742,-0.05743,0.691037,10.2423,C38,20,25
2017,393,2.63906,1.60944,2.591669,2.31735,2.19722,1,0.333333,2.70805,0.103637,0.065573,-0.081526,0.519865,10.5347,C38,20,20
2008,394,0,0,0.1839872,1.047,1.94591,0,0.428571,2.30259,0.115856,0.077913,-0.137731,0.693515,8.58491,C30,12,10
2009,394,3.3322,2.94444,1.314972,1.26185,2.19722,0,0.333333,2.3979,0.164467,0.104284,-0.03917,0.85805,9.10394,C30,12,10
2010,394,2.83321,2.83321,1.456759,0.897925,2.19722,0,0.333333,2.48491,0.094213,0.094299,-0.085184,0.283782,9.3997,C30,12,10
2011,394,2.99573,2.94444,1.279087,0.75817,2.19722,0,0.333333,2.56495,0.13528,0.092845,-0.080774,1.43609,9.36823,C30,12,10
2012,394,4.04305,3.85015,1.058477,1.09231,2.19722,0,0.333333,2.63906,0.160123,0.08177,0.136527,1.18599,10.0107,C30,12,10
2013,394,3.73767,3.73767,1.981121,1.44641,2.19722,0,0.333333,2.70805,0.201896,0.09101,0.074884,0.841039,10.7006,C30,12,10
2014,394,4.55388,4.27667,2.364699,1.58598,2.19722,0,0.333333,2.77259,0.175579,0.102412,0.068284,0.53293,11.0844,C30,12,10
2015,394,4.85203,4.46591,2.448842,1.72299,2.19722,0,0.333333,2.83321,0.215917,0.112205,0.069249,1.87783,11.3353,C30,12,10
2016,394,5.27811,4.66344,2.409879,1.88497,2.48491,0,0.333333,2.89037,0.180306,0.117798,0.066664,0.710373,11.6586,C30,12,10
2017,394,5.36598,4.59512,2.83604,1.60834,2.48491,0,0.333333,2.94444,0.14351,0.101776,0.001798,0.832792,11.8753,C30,12,10
2008,395,1.38629,0,0.0723996,2.00489,2.07944,0,0.375,1.09861,0.09674,0.115842,-0.018754,0.990746,8.69389,C35,17,61
2009,395,2.30259,1.09861,1.188579,1.69191,2.07944,0,0.375,1.09861,0.26078,0.108071,-0.001089,1.09592,8.87588,C35,17,61
2010,395,1.94591,0,1.071967,1.12248,2.19722,0,0.333333,1.09861,0.230642,0.099736,0.010512,0.55113,8.70202,C35,17,61
2011,395,1.79176,0,1.151554,1.02612,2.19722,0,0.333333,1.38629,0.297449,0.107733,-0.044066,0.445045,8.83297,C35,17,61
2012,395,3.78419,2.83321,1.229275,0.220422,2.19722,0,0.333333,1.60944,0.228289,0.125062,-0.010219,0.569953,7.27373,C34,16,61
2014,395,1.94591,1.38629,1.197266,0.110912,2.19722,0,0.333333,1.94591,0.287011,0.107295,-0.023598,0.561126,6.97297,C34,16,61
2016,395,1.94591,1.09861,1.470035,0.317332,2.19722,1,0.333333,2.19722,0.28826,0.117488,0.002579,0.475799,7.42738,C34,16,61
2017,395,2.99573,1.60944,0.4023859,0.092144,2.19722,1,0.333333,2.30259,0.278958,0.126225,0.002776,1.13779,6.78983,C34,16,61
2008,396,1.60944,0,0.1083727,3.67084,2.19722,1,0.333333,1.09861,0.295465,0.142952,0.108452,0.207465,8.7434,C39,21,31
2009,396,2.19722,1.09861,1.168382,3.37472,2.19722,1,0.333333,1.09861,0.285993,0.156668,0.119257,0.609876,8.80626,C39,21,31
2010,396,2.70805,1.60944,1.605814,3.32655,2.19722,1,0.333333,1.38629,0.376215,0.127965,0.142417,0.418297,9.28478,C39,21,31
2011,396,0,0,1.753972,3.47093,2.19722,1,0.333333,1.60944,0.261403,0.127552,0.130334,0.371695,9.60392,C39,21,31
2012,396,3.21888,1.60944,2.164458,2.91275,2.19722,1,0.333333,1.79176,0.398987,0.158173,0.148939,0.803857,9.78975,C39,21,31
2013,396,2.56495,0.693147,2.270696,2.16534,2.19722,1,0.333333,1.94591,0.404382,0.13609,0.074735,0.605101,9.5326,C39,21,31
2014,396,2.89037,1.60944,2.101673,1.93721,2.19722,0,0.333333,2.07944,0.348687,0.119186,0.083245,0.54556,9.81403,C39,21,31
2015,396,3.43399,2.30259,2.562241,1.39424,2.19722,0,0.333333,2.19722,0.215284,0.13157,0.068811,0.26962,9.77271,C39,21,31
2016,396,3.85015,2.63906,2.884514,1.58479,2.19722,0,0.333333,2.30259,0.219886,0.140038,0.097125,0.473231,10.3014,C39,21,31
2017,396,3.91202,2.56495,3.20077,1.6767,2.19722,0,0.333333,2.3979,0.262246,0.12502,0.069623,0.335896,10.6373,C39,21,31
2008,397,1.38629,1.09861,0.1342241,1.14679,2.19722,0,0.333333,1.38629,0.561648,0.032859,0.024939,0.208426,10.1269,C26,8,21
2010,397,1.94591,0.693147,1.121677,0.148359,2.19722,0,0.333333,1.79176,0.538134,0.027726,0.077151,0.348091,7.14134,C26,8,21
2011,397,2.30259,1.60944,1.305823,0.430917,2.19722,0,0.333333,1.94591,0.471166,0.028603,0.05046,0.311563,9.20393,C26,8,21
2013,397,2.89037,2.48491,1.74947,0.099591,2.19722,0,0.333333,2.19722,0.352667,0.029402,0.072697,1.87695,7.06921,C26,8,21
2015,397,1.09861,0.693147,1.80052,0.200912,2.07944,0,0.375,2.3979,0.554507,0.041579,0.027266,0.169456,8.23794,C26,8,21
2016,397,3.8712,3.2581,1.89422,-0.10606,2.19722,0,0.333333,2.48491,0.534587,0.037165,0.060744,0.226521,8.37284,C26,8,21
2017,397,3.46574,2.83321,2.17999,0.357971,2.19722,0,0.333333,2.56495,0.5136,0.032453,-0.006575,0.182121,8.94976,C26,8,21
2009,398,1.38629,1.09861,1.01989,3.52237,2.07944,0,0.375,2.07944,0.132757,0.080104,0.176196,0.16792,10.5385,C27,9,53
