year,id,inv_w1,inviapply_w1,dige_w1,lerner_w1,bsize_w1,post_w1,bodi_w1,age_w1,fixpro_w1,exp_w1,flows_w1,subsidies_w1,profit_w1,industrycode,hyid,yb
2016,1696,3.17805,2.07944,1.979812,0.472492,2.19722,0,0.333333,2.77259,0.181406,0.047457,0.058239,0.630046,10.4713,C38,20,23
2017,1696,3.13549,2.70805,2.015371,0.603982,2.19722,0,0.333333,2.83321,0.16099,0.03381,-0.074964,0.358216,10.9083,C38,20,23
2014,1697,3.71357,3.04452,2.063396,1.1278,2.07944,0,0.375,2.70805,0.170284,0.106649,0.004029,1.16335,8.94342,C35,17,73
2015,1697,4.06044,3.3673,2.135203,1.15097,2.07944,0,0.375,2.77259,0.166334,0.12043,-0.022149,1.06948,8.41284,C35,17,73
2016,1697,3.93183,2.94444,2.139256,0.466762,2.07944,0,0.375,2.83321,0.135819,0.159472,-0.015404,1.84773,6.68212,C35,17,73
2007,1698,3.66356,2.63906,0.0897266,0.882201,2.19722,0,0.333333,2.19722,0.199422,0.044746,0.05821,0.830138,9.48312,C38,20,31
2008,1698,4.11087,2.89037,0.1083727,0.831434,2.19722,0,0.333333,2.30259,0.210939,0.04057,0.067824,1.17529,9.71833,C38,20,31
2009,1698,4.46591,2.89037,1.876915,1.12109,2.19722,0,0.333333,2.3979,0.173115,0.054823,0.076607,0.663836,10.1489,C38,20,31
2010,1698,4.34381,2.83321,1.861227,0.847023,2.19722,0,0.333333,2.48491,0.125461,0.047624,0.018441,0.632697,10.1865,C38,20,31
2011,1698,4.68213,3.04452,1.631411,0.354109,2.19722,0,0.333333,2.56495,0.1651,0.056416,-0.021298,0.541903,9.52788,C38,20,31
2012,1698,4.38203,2.63906,1.722357,0.572869,2.19722,0,0.333333,2.63906,0.20814,0.075375,0.057448,0.452192,9.6244,C38,20,31
2013,1698,4.35671,3.17805,2.004294,0.7787,2.19722,0,0.333333,2.70805,0.251599,0.083293,0.03043,0.238672,10.4785,C38,20,31
2014,1698,4.41884,3.3322,2.417309,0.676472,2.19722,0,0.333333,2.77259,0.262739,0.07488,0.065647,0.332108,10.7299,C38,20,31
2015,1698,5.09375,3.66356,2.61848,0.708469,2.19722,0,0.333333,2.83321,0.221061,0.082029,0.061164,0.337832,10.7683,C38,20,31
2016,1698,5.11799,3.7612,2.863678,0.385121,2.19722,0,0.333333,2.89037,0.19561,0.097169,0.005871,0.324314,10.3653,C38,20,31
2017,1698,5.66643,4.52179,3.235267,0.460245,2.19722,0,0.333333,2.94444,0.168558,0.092941,0.018881,0.433887,11.3916,C38,20,31
2007,1699,2.89037,1.60944,0.0276171,0.566334,2.3979,0,0.363636,1.94591,0.493205,0.017623,-0.137731,0.000969,10.6328,C31,13,83
2008,1699,2.70805,0.693147,0.0314634,0.467446,2.3979,0,0.363636,2.07944,0.415783,0.012291,-0.014115,0.03582,8.62766,C31,13,83
2009,1699,4.18965,0.693147,0.5800644,0.230289,2.19722,0,0.333333,2.19722,0.535853,0.013037,0.00445,0.003333,8.96626,C31,13,83
2010,1699,4.46591,1.09861,0.7244475,0.421553,2.19722,0,0.333333,2.30259,0.593417,0.015812,0.072307,0.016026,11.0108,C31,13,83
2011,1699,4.85203,2.30259,0.7225919,0.333073,2.19722,0,0.333333,2.3979,0.543316,0.020694,0.07122,0.003227,10.8373,C31,13,83
2012,1699,4.54329,2.63906,0.5815215,0.227381,2.19722,0,0.333333,2.48491,0.559874,0.012291,0.015914,0.017317,9.86199,C31,13,83
2013,1699,5.02388,2.94444,0.8437522,0.25706,2.19722,0,0.333333,2.56495,0.637145,0.016411,0.112622,0.003866,9.0236,C31,13,83
2017,1699,5.44242,3.91202,1.537854,0.9869,2.19722,0,0.333333,2.83321,0.637145,0.012291,0.138891,0.008488,11.5961,C31,13,83
2007,1700,3.4012,2.56495,0.1518945,1.8403,2.19722,0,0.333333,1.94591,0.131201,0.085738,0.066754,0.173825,11.0295,C35,17,10
2008,1700,4.07754,3.09104,0.1839872,1.49824,2.19722,0,0.333333,2.07944,0.117044,0.118129,0.068361,0.317349,11.2241,C35,17,10
2009,1700,4.89784,4.09434,1.845408,1.95692,2.19722,0,0.333333,2.19722,0.179439,0.111521,0.085296,0.532672,11.854,C35,17,10
2010,1700,5.0689,4.17439,2.006066,1.9418,2.19722,0,0.333333,2.30259,0.179567,0.110784,0.103433,0.566876,12.0204,C35,17,10
2011,1700,4.96981,4.40672,2.023125,1.76407,2.19722,0,0.333333,2.3979,0.154914,0.097067,0.067138,0.555438,12.2162,C35,17,10
2012,1700,5.63479,4.77068,0.3653294,1.59579,2.19722,0,0.333333,2.48491,0.147543,0.089086,0.040876,0.735517,12.2996,C35,17,10
2013,1700,5.64545,4.8752,2.327694,1.15034,2.19722,0,0.333333,2.56495,0.148038,0.108409,-0.009991,0.891764,11.7872,C35,17,10
2014,1700,6.33859,5.67332,2.428075,1.53631,2.19722,0,0.333333,2.63906,0.132483,0.110437,0.01444,0.877207,12.3197,C35,17,10
2015,1700,6.29157,5.70711,2.632704,1.55754,2.19722,0,0.333333,2.70805,0.126544,0.140827,0.007195,0.579382,12.0624,C35,17,10
2016,1700,6.02345,5.49717,2.756453,1.42163,2.19722,0,0.333333,2.77259,0.114432,0.148425,0.003139,0.55837,11.7527,C35,17,10
2017,1700,6.2691,5.85793,3.170848,1.39936,2.19722,0,0.333333,2.83321,0.114178,0.144218,0.032836,0.189006,11.903,C35,17,10
2007,1701,2.89037,2.30259,0.1052691,1.49358,2.19722,0,0.333333,1.94591,0.466117,0.078678,0.144108,0.007841,9.96435,C39,21,21
2008,1701,2.89037,1.79176,0.1342241,0.890771,2.19722,1,0.333333,2.07944,0.477344,0.094902,0.165215,0.466571,9.34746,C39,21,21
2009,1701,3.58352,2.77259,1.453161,0.554864,2.19722,1,0.333333,2.19722,0.512264,0.119311,0.045467,0.14582,8.33937,C39,21,21
2010,1701,6.10479,4.7185,1.46825,0.966946,2.19722,0,0.333333,2.30259,0.551478,0.128929,0.08795,0.448292,10.2078,C39,21,21
2011,1701,4.69135,3.17805,1.161982,0.258199,2.19722,0,0.333333,2.3979,0.531105,0.135467,0.080544,1.64847,9.24287,C39,21,21
2012,1701,5.4161,3.97029,1.792487,0.057615,2.07944,0,0.375,2.48491,0.555097,0.121566,0.072215,2.64101,8.70978,C39,21,21
2013,1701,5.4848,5.11799,2.004883,0.495196,2.19722,0,0.333333,2.56495,0.535285,0.132281,0.106867,0.783417,8.96839,C39,21,21
2017,1701,5.57973,5.07517,2.984709,0.228477,2.19722,0,0.333333,2.83321,0.514992,0.08418,0.119134,1.14259,7.78197,C39,21,21
2007,1702,0,0,0.0312408,2.08265,2.07944,0,0.375,2.30259,0.607597,0.038387,0.085978,0.973867,12.7614,C30,12,23
2008,1702,0,0,0.0364147,1.58037,2.07944,0,0.375,2.3979,0.527486,0.034721,0.123821,0.59118,12.6903,C30,12,23
2009,1702,0,0,1.24564,1.8949,2.07944,0,0.375,2.48491,0.543165,0.03905,0.14909,0.522281,13.0118,C30,12,23
2010,1702,2.63906,1.79176,0.950662,2.39682,2.07944,0,0.375,2.56495,0.542142,0.036343,0.099489,0.764737,13.2451,C30,12,23
2011,1702,1.38629,0.693147,0.9510809,3.23908,2.07944,0,0.375,2.63906,0.5123,0.036778,0.124897,0.772367,13.2451,C30,12,23
2012,1702,3.09104,1.94591,1.308532,1.80296,2.07944,0,0.375,2.70805,0.563234,0.047481,0.131492,1.17803,13.2451,C30,12,23
2013,1702,0.693147,0,1.325626,2.382,1.94591,0,0.428571,2.77259,0.553496,0.043353,0.163259,0.947559,13.2451,C30,12,23
2014,1702,0,0,1.308648,2.44863,2.07944,0,0.375,2.83321,0.55989,0.044107,0.172655,0.996122,13.2451,C30,12,23
2015,1702,3.66356,3.49651,1.301331,1.53121,1.94591,0,0.428571,2.89037,0.583236,0.062335,0.093667,1.25628,13.2451,C30,12,23
2016,1702,4.04305,3.21888,1.339345,2.09933,2.07944,0,0.375,2.94444,0.568676,0.056204,0.120503,0.749339,13.2451,C30,12,23
2017,1702,4.21951,3.4012,1.466065,2.57486,2.07944,0,0.375,2.99573,0.488508,0.045939,0.142154,0,13.2451,C30,12,23
2007,1703,0,0,0.0738045,2.09901,2.19722,0,0.333333,2.07944,0.248357,0.040784,0.067352,0.384351,10.2389,C30,12,25
2008,1703,1.09861,0,0.0912392,1.40155,2.19722,0,0.333333,2.19722,0.635549,0.039969,0.046428,0.131894,9.67427,C30,12,25
2009,1703,0.693147,0,0.9178532,1.34241,2.19722,0,0.333333,2.30259,0.540984,0.032741,0.040964,0.122268,9.83559,C30,12,25
2010,1703,3.4012,1.60944,0.8344795,1.67429,2.19722,0,0.333333,2.3979,0.568445,0.035272,0.079819,0.561558,10.7017,C30,12,25
2011,1703,2.89037,1.09861,0.9659388,1.15132,2.19722,0,0.333333,2.48491,0.455398,0.042824,0.063773,0.304959,10.2464,C30,12,25
2013,1703,2.89037,1.60944,0.8114089,0.8948,2.19722,0,0.333333,2.63906,0.452893,0.049839,0.048018,0.370848,9.42281,C30,12,25
2015,1703,3.09104,1.38629,0.7503906,0.425177,2.19722,0,0.444444,2.77259,0.460551,0.079564,0.03956,1.41096,8.60949,C30,12,25
2016,1703,3.09104,1.60944,0.5266776,1.38461,2.19722,0,0.444444,2.83321,0.4542,0.084774,0.052784,0.070698,9.31606,C30,12,25
2017,1703,3.17805,1.60944,0.9805083,1.71853,2.19722,0,0.444444,2.89037,0.516727,0.066976,0.048995,0.043347,10.274,C30,12,25
2007,1704,4.5326,2.48491,0.0738045,0.594754,2.3979,0,0.363636,2.63906,0.210242,0.065252,-0.034585,1.03921,7.92803,C35,17,25
2008,1704,4.66344,2.19722,0.0912392,0.573996,2.30259,0,0.4,2.70805,0.217236,0.062306,0.048694,0.802159,8.20277,C35,17,25
2009,1704,4.43082,1.94591,1.086089,0.680337,2.19722,0,0.333333,2.77259,0.214474,0.065815,0.1026,0.203141,8.5688,C35,17,25
2010,1704,4.75359,2.30259,0.9460512,0.651781,2.19722,0,0.333333,2.83321,0.137611,0.066913,0.083275,0.133923,8.96054,C35,17,25
2011,1704,5.00395,3.52636,1.134175,0.762271,2.19722,0,0.333333,2.89037,0.125354,0.055826,-0.011458,0.46568,9.57429,C35,17,25
2012,1704,5.12396,3.2581,1.435507,0.832426,2.19722,0,0.333333,2.94444,0.111912,0.059876,0.003217,0.1876,9.99735,C35,17,25
2013,1704,5.7301,4.18965,1.759969,0.876554,2.19722,0,0.333333,2.99573,0.096291,0.061771,0.004147,0.338951,10.4045,C35,17,25
2014,1704,5.95842,3.93183,1.971244,0.962972,2.19722,0,0.333333,3.04452,0.104456,0.058478,0.00645,0.282832,10.8145,C35,17,25
2015,1704,6.09357,4.2485,2.209276,0.815123,2.19722,0,0.333333,3.09104,0.146642,0.066748,0.011242,0.651819,10.7743,C35,17,25
2016,1704,5.88888,4.33073,2.358459,0.604911,2.19722,0,0.333333,3.13549,0.161589,0.065075,0.016603,0.594213,9.9211,C35,17,25
2017,1704,5.86079,4.49981,2.628427,0.579162,2.19722,0,0.333333,3.17805,0.18255,0.063024,0.076226,0,10.2495,C35,17,25
2008,1705,2.3979,2.3979,0.1839872,0.977988,1.79176,1,0.5,2.19722,0.164085,0.327793,0.116854,4.09493,10.7538,I65,26,10
2009,1705,3.98898,3.95124,2.642375,1.05555,1.79176,1,0.5,2.30259,0.132437,0.280518,0.104714,1.31105,11.1188,I65,26,10
2010,1705,4.75359,4.75359,2.714139,0.68879,1.79176,1,0.5,2.3979,0.111606,0.301185,0.102683,0.930494,10.4565,I65,26,10
2011,1705,4.70048,4.70048,2.784045,1.24053,1.79176,1,0.5,2.48491,0.145711,0.284208,0.086351,0.881817,11.0119,I65,26,10
2012,1705,5.0689,4.8828,2.82532,0.821295,1.79176,1,0.5,2.56495,0.14022,0.301027,0.080999,0.579786,10.6943,I65,26,10
2013,1705,5.20949,5.20401,3.074147,1.02711,1.79176,1,0.5,2.63906,0.135186,0.315402,0.102364,0.95172,11.0776,I65,26,10
2014,1705,5.09375,5.0814,3.430742,1.15118,1.94591,1,0.571429,2.70805,0.108866,0.310314,0.091288,0.672125,11.0216,I65,26,10
2015,1705,5.03695,4.82028,3.748125,0.251078,1.94591,1,0.571429,2.77259,0.144227,0.375947,0.050347,0.795398,10.4979,I65,26,10
2016,1705,5.05625,4.63473,3.862215,0.324223,1.94591,1,0.571429,2.83321,0.128718,0.375947,0.07298,0.517504,10.2938,I65,26,10
2017,1705,4.89784,4.75359,4.217955,1.22914,1.79176,1,0.5,2.89037,0.149478,0.367956,0.101919,0.060019,11.1358,I65,26,10
2007,1706,0,0,0.2011766,1.61979,2.19722,0,0.333333,2.30259,0.305924,0.019868,0.035342,0.628955,9.57917,C29,11,51
2008,1706,0,0,0.2487143,1.57374,2.07944,0,0.375,2.3979,0.382163,0.023866,0.071169,0.149924,9.41791,C29,11,51
2009,1706,1.60944,1.60944,1.453248,1.38262,1.94591,0,0.428571,2.48491,0.299337,0.021393,-0.024542,0.060419,9.39668,C29,11,51
2010,1706,0,0,1.323545,1.14916,1.94591,0,0.428571,2.56495,0.296452,0.019475,0.045368,0.106205,9.58869,C29,11,51
2011,1706,1.60944,1.60944,1.282519,1.04305,1.94591,0,0.428571,2.63906,0.226672,0.026884,0.104348,0.012331,9.13471,C29,11,51
2012,1706,0,0,1.188002,1.38648,1.94591,1,0.428571,2.70805,0.217303,0.034279,-0.009117,0.008031,9.39674,C26,8,51
2013,1706,0.693147,0.693147,1.667992,1.33744,1.94591,1,0.428571,2.77259,0.189185,0.03589,0.03764,0.048123,8.71733,C26,8,51
2014,1706,0,0,1.879479,1.08354,1.79176,1,0.5,2.83321,0.211479,0.039053,0.0651,0.011983,8.0314,C26,8,51
2015,1706,0,0,3.166042,1.11947,1.94591,1,0.428571,2.89037,0.175895,0.065793,0.097265,0.009933,7.77823,C26,8,51
2016,1706,1.60944,1.60944,3.957276,1.61319,2.19722,1,0.333333,2.94444,0.138114,0.069157,0.01107,0.009891,9.36861,C26,8,51
2017,1706,0,0,4.308605,1.6655,2.19722,1,0.333333,2.99573,0.155092,0.063678,0.067315,0.040196,9.62386,C26,8,51
2007,1707,4.33073,3.21888,0.0323232,0.888147,1.94591,0,0.428571,2.3979,0.218285,0.04345,0.043956,0.265552,9.28953,C38,20,33
2008,1707,4.45435,2.77259,0.029984,0.90663,1.94591,0,0.428571,2.48491,0.220993,0.061769,0.044035,0.278725,9.27883,C38,20,33
2009,1707,4.91998,3.4012,2.438902,0.871757,1.94591,0,0.428571,2.56495,0.160997,0.058751,0.011033,0.304611,9.44564,C38,20,33
2010,1707,5.37064,3.66356,2.394328,0.633705,1.94591,0,0.428571,2.63906,0.16705,0.059444,0.036935,0.377976,9.11981,C38,20,33
2011,1707,5.48064,3.61092,2.330504,0.531833,1.94591,0,0.428571,2.70805,0.22865,0.061964,-0.049086,0.214096,8.97308,C38,20,33
2012,1707,5.00395,3.52636,2.644884,0.63084,1.94591,0,0.428571,2.77259,0.15435,0.066836,0.085,0.222073,9.07929,C38,20,33
2013,1707,5.21494,4.09434,2.784791,0.415199,1.94591,0,0.428571,2.83321,0.208701,0.076046,0.033041,0.260989,8.20433,C38,20,33
2014,1707,5.42054,4.23411,2.842206,0.638942,1.94591,0,0.428571,2.89037,0.185069,0.06651,0.031461,0.516111,9.14806,C38,20,33
2015,1707,5.87212,4.31749,2.919751,0.598498,1.94591,0,0.428571,2.94444,0.154041,0.058859,0.038987,0.323955,9.39566,C38,20,33
2016,1707,5.98896,4.43082,3.030335,0.650891,1.94591,0,0.428571,2.99573,0.084376,0.069782,0.028884,0.343518,9.71912,C38,20,33
2017,1707,5.96358,4.63473,2.944927,0.740161,1.94591,0,0.428571,3.04452,0.058189,0.058179,-0.03458,0.238082,10.3217,C38,20,33
2007,1708,1.60944,0.693147,0.0531012,2.32586,2.19722,0,0.333333,2.30259,0.21119,0.082921,0.048901,0.626733,9.52267,C34,16,35
2008,1708,2.56495,1.38629,0.0624602,2.27217,2.19722,0,0.333333,2.3979,0.218573,0.082852,0.101147,0.322743,9.48994,C34,16,35
2009,1708,1.79176,1.38629,1.047408,1.54261,2.19722,0,0.333333,2.48491,0.215204,0.097083,0.089685,1.52897,9.02606,C34,16,35
2010,1708,2.30259,1.09861,0.784079,1.54297,2.19722,0,0.333333,2.56495,0.156725,0.081064,0.032065,0.86103,9.32924,C34,16,35
2011,1708,2.56495,1.94591,0.9932296,1.57185,2.07944,0,0.375,2.63906,0.174044,0.094609,0.009765,0.693906,9.44627,C34,16,35
2012,1708,2.07944,1.38629,1.366004,1.32919,2.07944,0,0.375,2.70805,0.224753,0.112116,-0.011354,2.60556,9.28377,C34,16,35
2013,1708,2.77259,2.30259,1.256361,0.490096,2.07944,0,0.375,2.77259,0.20387,0.147137,0.013123,1.21378,8.51023,C34,16,35
2014,1708,2.70805,2.3979,1.486539,0.579994,2.19722,0,0.333333,2.83321,0.185714,0.169753,0.032958,0.903168,8.32128,C34,16,35
2015,1708,2.89037,1.94591,1.674717,0.162843,2.19722,0,0.333333,2.89037,0.205301,0.208724,0.014092,0.839486,8.71481,C34,16,35
2016,1708,3.13549,2.19722,1.459634,-0.074509,2.19722,0,0.333333,2.94444,0.225689,0.211879,-0.010925,0.694272,8.80145,C34,16,35
2017,1708,2.70805,1.38629,1.726999,0.886888,2.19722,0,0.333333,2.99573,0.236467,0.157114,-0.025651,0.037886,8.95962,C34,16,35
2007,1709,3.43399,2.63906,0.0296981,1.21167,2.56495,0,0.384615,1.94591,0.276079,0.097596,0.010474,0.546142,9.30088,C27,9,55
2008,1709,3.43399,2.70805,0.0327593,1.4422,2.63906,0,0.357143,2.07944,0.266587,0.090956,0.155286,0.451299,9.36374,C27,9,55
2009,1709,2.19722,2.19722,1.008483,1.4714,2.48491,1,0.416667,2.19722,0.194428,0.091095,0.08102,0.589418,9.58082,C27,9,55
2010,1709,2.63906,2.19722,0.9299893,2.02248,2.19722,1,0.333333,2.30259,0.163275,0.086489,0.073911,0.623112,9.95752,C27,9,55
2011,1709,2.99573,2.19722,1.180628,1.91245,2.19722,1,0.333333,2.3979,0.135799,0.066591,0.154032,1.07486,10.3892,C27,9,55
2012,1709,3.4012,2.56495,1.503221,1.92487,2.19722,1,0.333333,2.48491,0.100647,0.067973,0.126495,1.13229,10.6064,C27,9,55
2013,1709,2.63906,2.3979,1.193451,2.11392,2.19722,1,0.333333,2.56495,0.141238,0.061505,0.180339,0.79429,10.8503,C27,9,55
2014,1709,3.3322,2.99573,1.521239,1.9146,2.07944,1,0.375,2.63906,0.102965,0.074097,0.098547,0.623212,10.9204,C27,9,55
2015,1709,2.3979,2.07944,1.532935,0.929289,2.07944,0,0.375,2.70805,0.162002,0.096489,0.10267,0.632094,10.0036,C27,9,55
2016,1709,2.70805,2.19722,1.571905,1.60465,2.19722,0,0.333333,2.77259,0.157208,0.105909,0.057766,0.486962,10.7794,C27,9,55
2017,1709,1.79176,1.38629,1.806852,1.52743,2.19722,0,0.333333,2.83321,0.204614,0.112945,0.094764,0.38424,10.7925,C27,9,55
2007,1710,1.60944,1.60944,0.0897266,1.97277,2.19722,0,0.333333,2.63906,0.297807,0.068324,0.225542,0.535281,11.1757,C26,8,31
2008,1710,2.99573,2.3979,0.1083727,3.26704,2.19722,0,0.333333,2.70805,0.27176,0.046103,0.240904,0.393909,12.2943,C26,8,31
2009,1710,2.56495,2.48491,1.168382,0.755335,2.19722,0,0.333333,2.77259,0.295263,0.084526,0.047285,0.645279,10.4511,C26,8,31
2010,1710,2.56495,2.48491,0.9653472,0.296382,2.19722,0,0.333333,2.83321,0.338639,0.082992,0.012899,0.641062,9.90944,C26,8,31
2011,1710,2.70805,2.56495,0.7355312,-0.147571,2.19722,0,0.333333,2.89037,0.411204,0.073778,0.056868,0.954563,8.47939,C26,8,31
2012,1710,3.29584,2.77259,0.9432849,0.291063,2.19722,0,0.333333,2.94444,0.421845,0.068965,0.071999,0.583599,9.57396,C26,8,31
2013,1710,2.89037,2.89037,0.9056817,1.0432,2.07944,0,0.375,2.99573,0.43188,0.076429,0.1514,0.51565,10.8965,C26,8,31
2014,1710,3.04452,2.89037,1.185383,0.317771,2.19722,0,0.333333,3.04452,0.433275,0.066244,0.047482,0.392875,8.8575,C26,8,31
2016,1710,3.13549,2.99573,2.181057,0.188251,2.19722,0,0.333333,3.13549,0.385548,0.076291,0.077567,1.53878,9.60275,C26,8,31
2017,1710,4.07754,3.29584,2.817142,0.564151,2.19722,0,0.333333,3.17805,0.358766,0.082729,0.041784,1.53839,10.9826,C26,8,31
2007,1711,3.49651,2.77259,0.0935529,-0.08012,2.3979,0,0.363636,2.3979,0.374178,0.03428,0.074315,0.278499,10.2157,C13,1,20
2009,1711,2.99573,2.94444,1.448553,0.297066,2.3979,0,0.363636,2.56495,0.361792,0.034574,0.112808,1.35733,9.85125,C13,1,20
2010,1711,2.70805,2.56495,1.552525,0.3078,1.94591,0,0.571429,2.63906,0.331068,0.029269,0.08942,0.542291,10.0898,C13,1,20
2011,1711,3.97029,3.58352,1.51956,0.290702,1.94591,0,0.571429,2.70805,0.336603,0.030109,0.012126,0.604648,10.0878,C13,1,20
2012,1711,4.26268,4.20469,1.377458,0.41806,1.94591,0,0.571429,2.77259,0.287138,0.03208,0.132969,0.712471,10.6432,C14,2,20
2013,1711,4.49981,4.45435,1.361185,0.47029,1.94591,0,0.571429,2.83321,0.291423,0.029724,0.112837,0.595701,11.1681,C14,2,20
2014,1711,4.66344,4.59512,1.582896,0.492773,1.94591,0,0.571429,2.89037,0.338223,0.028478,0.026063,0.408975,11.1759,C14,2,20
2015,1711,4.96981,4.85981,1.653333,0.475266,1.94591,0,0.571429,2.94444,0.347285,0.03523,0.120825,0.315417,11.1632,C14,2,20
2016,1711,4.72739,4.51086,1.900788,0.705283,1.94591,0,0.571429,2.99573,0.375373,0.03819,0.16227,0.663022,11.5298,C14,2,20
2017,1711,4.98361,4.91265,2.015329,0.634196,1.94591,0,0.571429,3.04452,0.362018,0.031374,0.097098,0.458579,11.5182,C14,2,20
2007,1712,2.99573,2.07944,0.0738045,1.74263,2.3979,0,0.363636,2.63906,0.469011,0.048673,0.094766,0.833263,11.517,C15,3,25
2008,1712,2.56495,1.60944,0.0912392,1.64775,2.3979,0,0.363636,2.70805,0.44209,0.056301,0.120448,1.10065,11.6156,C15,3,25
2009,1712,1.60944,1.38629,1.813733,1.80762,2.3979,0,0.363636,2.77259,0.371588,0.055372,0.226064,1.3411,12.0664,C15,3,25
2010,1712,2.89037,1.94591,1.613552,1.84252,2.3979,0,0.363636,2.83321,0.310008,0.054237,0.184733,1.24737,12.2659,C15,3,25
2011,1712,2.48491,1.38629,1.728967,1.78881,2.3979,0,0.363636,2.89037,0.333038,0.051135,0.086544,1.96959,12.411,C15,3,25
2012,1712,2.3979,1.79176,1.665273,1.60866,2.30259,0,0.4,2.94444,0.352633,0.049238,0.131169,1.52266,12.4229,C15,3,25
2013,1712,2.48491,2.19722,1.82985,1.44917,2.3979,0,0.363636,2.99573,0.319399,0.055585,0.124289,1.36971,12.4937,C15,3,25
2014,1712,3.09104,2.30259,2.101,1.41303,2.19722,0,0.444444,3.04452,0.337683,0.046896,0.062607,1.65902,12.4999,C15,3,25
2015,1712,3.29584,2.07944,2.104416,1.13105,2.19722,0,0.444444,3.09104,0.347253,0.051111,0.090334,1.79315,12.3348,C15,3,25
2016,1712,3.46574,2.77259,2.259546,1.32959,2.19722,0,0.444444,3.13549,0.380608,0.051349,0.098776,1.71923,12.266,C15,3,25
2017,1712,3.97029,2.3979,2.478374,1.38589,2.19722,0,0.444444,3.17805,0.354853,0.047351,0.071786,1.38309,12.2571,C15,3,25
2007,1713,3.4012,1.60944,0.0935529,0.381183,2.19722,0,0.333333,3.09104,0.270475,0.023195,0.031437,0.193095,10.1187,C39,21,20
2008,1713,4.35671,2.07944,0.1088272,0.343899,2.19722,0,0.333333,3.13549,0.322997,0.033387,-0.021089,0.178554,9.70485,C39,21,20
2009,1713,4.15888,2.48491,1.758072,0.222689,2.19722,0,0.333333,3.17805,0.374498,0.029135,0.021925,0.481954,9.30063,C39,21,20
2010,1713,4.60517,3.85015,1.581104,0.212261,2.19722,0,0.333333,3.21888,0.309713,0.031104,0.029604,0.525736,10.2948,C39,21,20
2011,1713,4.30407,3.82864,1.866133,0.280327,2.19722,0,0.333333,3.2581,0.365324,0.034395,0.027097,0.68878,9.83623,C39,21,20
2012,1713,4.41884,4.14313,1.855213,0.228063,2.19722,0,0.333333,3.29584,0.306812,0.034736,-0.022115,0.334118,9.17267,C39,21,20
2013,1713,4.82831,4.35671,1.950513,0.289242,2.19722,0,0.333333,3.3322,0.335085,0.029064,0.114857,0.328985,9.22244,C39,21,20
2014,1713,4.31749,4.18965,2.965707,0.60968,2.19722,0,0.333333,3.3322,0.324124,0.0418,0.090002,0.701244,10.4989,C39,21,20
2015,1713,4.48864,4.38203,3.221081,0.382634,2.19722,0,0.333333,3.3322,0.335428,0.060071,0.064913,0.50703,9.67394,C39,21,20
2016,1713,4.11087,3.8712,3.330588,0.415895,2.19722,0,0.333333,3.3322,0.314141,0.066116,0.048812,0.662507,9.22389,C39,21,20
2016,1714,3.98898,3.46574,3.571737,0.728253,1.94591,0,0.428571,3.3322,0.053134,0.122733,0.016853,1.10427,10.5162,I65,26,20
2017,1714,3.21888,2.63906,3.575777,0.361564,1.94591,0,0.428571,3.3322,0.046387,0.115406,-0.00777,1.12841,10.4626,I65,26,20
2012,1715,2.56495,0,1.184886,0.434011,2.3979,0,0.363636,3.17805,0.112315,0.052759,0.034317,0.578484,9.35474,C36,18,11
2013,1715,2.19722,0.693147,1.628444,0.461208,2.3979,0,0.363636,3.21888,0.109403,0.059781,0.046836,0.373415,9.43143,C36,18,11
2014,1715,3.3673,1.09861,1.663013,0.505417,2.48491,0,0.333333,3.2581,0.082826,0.087081,0.052995,0.211951,8.28213,C36,18,11
2015,1715,2.70805,1.09861,1.53851,0.570885,2.48491,0,0.333333,3.29584,0.089352,0.085905,-0.049036,1.50516,10.1566,C36,18,11
2016,1715,3.09104,1.09861,1.316265,0.523845,2.48491,0,0.333333,3.3322,0.084412,0.07263,0.042236,2.04599,8.92249,C36,18,11
2017,1715,4.02535,1.09861,1.659739,0.573297,2.48491,0,0.333333,3.3322,0.100465,0.069872,0.089252,0.413224,10.7154,C36,18,11
2007,1716,5.15329,0.693147,0.0935529,0.501221,2.07944,0,0.375,2.70805,0.078402,0.021342,0.072505,0.339741,10.0097,C41,23,20
2008,1716,5.10595,0.693147,0.1088272,0.367247,2.07944,0,0.375,2.77259,0.080688,0.014194,0.106617,0.691129,9.77674,C41,23,20
2009,1716,5.15329,1.38629,1.227636,0.395421,1.79176,0,0.333333,2.83321,0.069294,0.01573,-0.028437,0.169865,10.3408,C41,23,20
2010,1716,5.07517,0,1.108873,0.509067,1.79176,0,0.333333,2.89037,0.062866,0.015977,-0.037713,0.153525,10.9388,C41,23,20
2011,1716,4.64439,0.693147,1.264147,0.564425,1.79176,0,0.333333,2.94444,0.050533,0.013656,-0.012129,0.171002,11.4199,C41,23,20
2012,1716,4.94164,0,1.545694,0.52558,1.79176,0,0.333333,2.99573,0.050787,0.012624,0.084471,0.394531,11.5774,C41,23,20
2013,1716,4.83628,0,1.603939,0.508166,1.79176,0,0.333333,3.04452,0.048146,0.012291,0.163022,0.562715,11.9031,C41,23,20
2014,1716,4.77912,1.09861,1.683232,0.580369,1.79176,0,0.333333,3.09104,0.039346,0.012559,0.222895,0.72665,12.0084,C41,23,20
2015,1716,4.99043,1.38629,1.706014,0.55983,1.79176,0,0.333333,3.13549,0.03535,0.012425,0.082761,0.539994,12.1554,C41,23,20
